run_name,experiment,phase,data_mix,learning_rate,num_train_epochs,per_device_train_batch_size,gradient_accumulation_steps,weight_decay,warmup_ratio,lr_scheduler_type,max_length,padding,class_weights,label_smoothing,seed,train_rows,val_accuracy,val_f1_macro,val_precision_macro,val_recall_macro,val_f1_macro_tuned,val_threshold,test_accuracy,test_f1_macro,model_mb,tokenizer_mb,total_artifact_mb,runtime_sec,notes
final_winner,exp08_freeze_and_test,frozen_test,macd+davidson,5e-05,5,16,1,0.0,0.0,linear,96,dynamic,False,0.0,42,42488,0.8470570749108205,0.8468473010442464,0.847079653931476,0.8467051153602319,0.8490,0.66,0.8497324613555292,0.8493981301433761,,,,,~850,Compatible Transformers 4.36.2 retrain of h02 search winner
final_winner_int8_pruned,exp06_compress,compression,macd+davidson,5e-05,5,16,1,0.0,0.0,linear,96,dynamic,False,0.0,42,42488,0.8470570749108205,0.8468858336389633,,,,,0.8440844233055886,0.843750561083983,82.107,11.151,93.258,,Training-only vocab prune + ONNX dynamic INT8
